transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
112177,30/05/2023,8:06:09,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
112178,30/05/2023,8:06:09,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
112179,30/05/2023,8:06:16,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
112180,30/05/2023,8:06:49,3,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
112181,30/05/2023,8:06:49,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
112182,30/05/2023,8:08:12,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
112183,30/05/2023,8:08:13,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
112184,30/05/2023,8:08:13,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
112185,30/05/2023,8:10:15,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
112186,30/05/2023,8:11:00,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
112187,30/05/2023,8:12:33,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112188,30/05/2023,8:12:58,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
112189,30/05/2023,8:14:29,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
112190,30/05/2023,8:14:32,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
112191,30/05/2023,8:14:57,1,3,Astoria,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
112192,30/05/2023,8:15:40,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
112193,30/05/2023,8:16:34,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
112194,30/05/2023,8:16:35,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
112195,30/05/2023,8:16:39,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
112196,30/05/2023,8:16:55,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
112197,30/05/2023,8:16:55,1,8,Hell's Kitchen,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
112198,30/05/2023,8:17:09,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
112199,30/05/2023,8:17:09,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
112200,30/05/2023,8:17:09,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
112201,30/05/2023,8:17:18,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
112202,30/05/2023,8:17:18,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
112203,30/05/2023,8:17:29,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
112204,30/05/2023,8:17:34,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
112205,30/05/2023,8:17:35,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
112206,30/05/2023,8:17:35,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia
112207,30/05/2023,8:17:39,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
112208,30/05/2023,8:18:26,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112209,30/05/2023,8:18:55,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
112210,30/05/2023,8:19:10,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
112211,30/05/2023,8:19:10,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
112212,30/05/2023,8:19:22,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
112213,30/05/2023,8:19:45,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
112214,30/05/2023,8:20:23,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
112215,30/05/2023,8:20:31,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
112216,30/05/2023,8:21:40,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
112217,30/05/2023,8:21:40,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
112218,30/05/2023,8:23:12,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
112219,30/05/2023,8:23:12,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
112220,30/05/2023,8:23:13,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
112221,30/05/2023,8:25:00,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
112222,30/05/2023,8:26:11,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
112223,30/05/2023,8:27:24,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
112224,30/05/2023,8:27:24,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
112225,30/05/2023,8:28:16,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
112226,30/05/2023,8:28:42,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
112227,30/05/2023,8:29:44,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
112228,30/05/2023,8:29:44,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
112229,30/05/2023,8:29:51,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
112230,30/05/2023,8:29:51,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
112231,30/05/2023,8:29:59,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112232,30/05/2023,8:30:54,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112233,30/05/2023,8:30:56,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
112234,30/05/2023,8:31:28,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
112235,30/05/2023,8:31:47,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
112236,30/05/2023,8:32:29,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112237,30/05/2023,8:32:35,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
112238,30/05/2023,8:32:35,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
112239,30/05/2023,8:32:41,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
112240,30/05/2023,8:34:19,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
112241,30/05/2023,8:34:19,1,5,Lower Manhattan,81,28,Branded,Clothing,I Need My Bean! T-shirt
112242,30/05/2023,8:34:20,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112243,30/05/2023,8:34:42,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
112244,30/05/2023,8:34:42,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
112245,30/05/2023,8:35:32,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
112246,30/05/2023,8:35:46,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
112247,30/05/2023,8:35:59,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
112248,30/05/2023,8:36:42,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
112249,30/05/2023,8:37:26,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
112250,30/05/2023,8:37:29,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112251,30/05/2023,8:37:29,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
112252,30/05/2023,8:37:34,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
112253,30/05/2023,8:37:34,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
112254,30/05/2023,8:38:07,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
112255,30/05/2023,8:38:12,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
112256,30/05/2023,8:38:13,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
112257,30/05/2023,8:38:13,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
112258,30/05/2023,8:39:51,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112259,30/05/2023,8:40:28,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112260,30/05/2023,8:40:40,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112261,30/05/2023,8:40:40,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
112262,30/05/2023,8:41:39,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
112263,30/05/2023,8:42:21,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112264,30/05/2023,8:44:12,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
112265,30/05/2023,8:44:14,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
112266,30/05/2023,8:44:14,2,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
112267,30/05/2023,8:44:16,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
112268,30/05/2023,8:44:16,1,5,Lower Manhattan,3,14.75,Coffee beans,Espresso Beans,Espresso Roast
112269,30/05/2023,8:44:27,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
112270,30/05/2023,8:44:27,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
112271,30/05/2023,8:44:33,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
112272,30/05/2023,8:44:55,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112273,30/05/2023,8:47:11,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
112274,30/05/2023,8:47:21,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
112275,30/05/2023,8:47:33,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
112276,30/05/2023,8:47:43,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
112277,30/05/2023,8:47:43,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
112278,30/05/2023,8:47:56,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
112279,30/05/2023,8:47:56,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
112280,30/05/2023,8:47:56,1,8,Hell's Kitchen,6,21,Coffee beans,Gourmet Beans,Ethiopia
112281,30/05/2023,8:48:42,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112282,30/05/2023,8:48:58,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
112283,30/05/2023,8:48:58,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
112284,30/05/2023,8:49:08,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112285,30/05/2023,8:50:00,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
112286,30/05/2023,8:50:03,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
112287,30/05/2023,8:50:03,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
112288,30/05/2023,8:50:03,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
112289,30/05/2023,8:50:51,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
112290,30/05/2023,8:50:55,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112291,30/05/2023,8:52:12,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112292,30/05/2023,8:52:14,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
112293,30/05/2023,8:52:24,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
112294,30/05/2023,8:52:45,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
112295,30/05/2023,8:52:57,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
112296,30/05/2023,8:53:38,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
112297,30/05/2023,8:53:38,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
112298,30/05/2023,8:53:40,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
112299,30/05/2023,8:53:40,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
112300,30/05/2023,8:53:44,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112301,30/05/2023,8:55:14,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
112302,30/05/2023,8:56:21,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
112303,30/05/2023,8:56:21,1,8,Hell's Kitchen,83,14,Branded,Housewares,I Need My Bean! Latte cup
112304,30/05/2023,8:56:45,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
112305,30/05/2023,8:56:45,1,5,Lower Manhattan,76,4.38,Bakery,Biscotti,Chocolate Chip Biscotti
112306,30/05/2023,8:57:02,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
112307,30/05/2023,8:57:02,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
112308,30/05/2023,8:57:02,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
112309,30/05/2023,8:57:11,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
112310,30/05/2023,8:57:11,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
112311,30/05/2023,8:57:45,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112312,30/05/2023,8:57:51,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
112313,30/05/2023,8:57:51,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
112314,30/05/2023,8:58:14,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
112315,30/05/2023,8:58:14,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
112316,30/05/2023,8:58:14,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
112317,30/05/2023,8:59:57,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
112318,30/05/2023,9:00:00,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112319,30/05/2023,9:00:35,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
112320,30/05/2023,9:00:35,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
112321,30/05/2023,9:00:41,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
112322,30/05/2023,9:00:41,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
112323,30/05/2023,9:01:05,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
112324,30/05/2023,9:01:11,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112325,30/05/2023,9:01:31,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112326,30/05/2023,9:01:31,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
112327,30/05/2023,9:02:07,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
112328,30/05/2023,9:02:18,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112329,30/05/2023,9:03:03,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
112330,30/05/2023,9:03:35,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
112331,30/05/2023,9:04:13,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
112332,30/05/2023,9:04:49,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112333,30/05/2023,9:05:31,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
112334,30/05/2023,9:05:40,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
112335,30/05/2023,9:06:04,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
112336,30/05/2023,9:06:33,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
112337,30/05/2023,9:08:44,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
112338,30/05/2023,9:09:39,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112339,30/05/2023,9:09:40,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
112340,30/05/2023,9:10:11,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
112341,30/05/2023,9:11:13,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
112342,30/05/2023,9:11:13,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
112343,30/05/2023,9:11:42,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
112344,30/05/2023,9:11:42,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
112345,30/05/2023,9:12:01,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
112346,30/05/2023,9:12:23,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112347,30/05/2023,9:13:03,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112348,30/05/2023,9:13:03,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
112349,30/05/2023,9:13:41,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
112350,30/05/2023,9:14:25,3,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
112351,30/05/2023,9:14:25,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
112352,30/05/2023,9:14:57,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
112353,30/05/2023,9:15:13,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
112354,30/05/2023,9:15:42,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
112355,30/05/2023,9:15:43,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
112356,30/05/2023,9:15:43,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
112357,30/05/2023,9:15:43,1,8,Hell's Kitchen,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai
112358,30/05/2023,9:15:53,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
112359,30/05/2023,9:16:44,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
112360,30/05/2023,9:17:26,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
112361,30/05/2023,9:17:26,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
112362,30/05/2023,9:18:22,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112363,30/05/2023,9:18:54,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
112364,30/05/2023,9:19:05,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
112365,30/05/2023,9:19:55,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
112366,30/05/2023,9:20:43,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
112367,30/05/2023,9:20:43,1,5,Lower Manhattan,8,45,Coffee beans,Premium Beans,Civet Cat
112368,30/05/2023,9:20:44,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
112369,30/05/2023,9:20:44,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
112370,30/05/2023,9:20:55,3,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
112371,30/05/2023,9:20:55,1,5,Lower Manhattan,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai
112372,30/05/2023,9:20:59,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
112373,30/05/2023,9:21:12,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
112374,30/05/2023,9:21:12,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
112375,30/05/2023,9:21:52,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
112376,30/05/2023,9:22:53,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
112377,30/05/2023,9:23:04,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
112378,30/05/2023,9:23:04,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
112379,30/05/2023,9:23:35,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
112380,30/05/2023,9:23:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
112381,30/05/2023,9:25:47,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
112382,30/05/2023,9:25:47,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
112383,30/05/2023,9:26:20,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
112384,30/05/2023,9:26:20,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
112385,30/05/2023,9:27:29,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112386,30/05/2023,9:28:10,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
112387,30/05/2023,9:28:36,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
112388,30/05/2023,9:28:50,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
112389,30/05/2023,9:29:02,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
112390,30/05/2023,9:29:02,1,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat
112391,30/05/2023,9:29:55,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
112392,30/05/2023,9:30:46,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112393,30/05/2023,9:30:46,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
112394,30/05/2023,9:31:24,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
112395,30/05/2023,9:31:24,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
112396,30/05/2023,9:32:34,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
112397,30/05/2023,9:32:34,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
112398,30/05/2023,9:32:34,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
112399,30/05/2023,9:33:17,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112400,30/05/2023,9:33:26,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
112401,30/05/2023,9:33:26,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
112402,30/05/2023,9:35:16,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
112403,30/05/2023,9:35:45,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
112404,30/05/2023,9:36:04,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
112405,30/05/2023,9:36:43,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
112406,30/05/2023,9:37:10,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
112407,30/05/2023,9:37:14,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
112408,30/05/2023,9:37:14,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
112409,30/05/2023,9:37:38,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
112410,30/05/2023,9:38:45,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
112411,30/05/2023,9:38:45,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
112412,30/05/2023,9:38:45,1,3,Astoria,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
112413,30/05/2023,9:39:43,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
112414,30/05/2023,9:39:52,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
112415,30/05/2023,9:40:28,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
112416,30/05/2023,9:40:28,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
